USAF,  NCDC, Date,    HrMn,I, Type, QCP,Dir,Q,I,  Spd,Q,  
411945,99999,20150502,0700,4,FM-15,    ,040,1,V,  2.1,1,
411945,99999,20150502,0800,4,FM-15,    ,320,1,V,  3.1,1,
411945,99999,20150502,0900,4,FM-15,    ,310,1,N,  4.1,1,
411945,99999,20150502,1000,4,FM-15,    ,310,1,V,  5.1,1,
411945,99999,20150502,1100,4,FM-15,    ,320,1,N,  5.7,1,
411945,99999,20150502,1200,4,FM-15,    ,300,1,N,  6.2,1,
411945,99999,20150502,1300,4,FM-15,    ,310,1,N,  5.1,1,
411945,99999,20150502,1400,4,FM-15,    ,290,1,V,  5.1,1,
411945,99999,20150502,1500,4,FM-15,    ,310,1,N,  4.1,1,
411945,99999,20150502,1600,4,FM-15,    ,310,1,N,  2.6,1,
411945,99999,20150502,1700,4,FM-15,    ,360,1,N,  1.0,1,
411945,99999,20150502,1800,4,FM-15,    ,080,1,N,  3.1,1,
411945,99999,20150502,1900,4,FM-15,    ,080,1,N,  3.6,1,
411945,99999,20150502,2000,4,FM-15,    ,110,1,N,  4.1,1,
411945,99999,20150502,2100,4,FM-15,    ,110,1,N,  3.1,1,
411945,99999,20150502,2200,4,FM-15,    ,130,1,N,  2.6,1,
411945,99999,20150502,2300,4,FM-15,    ,140,1,N,  5.1,1,
411945,99999,20150503,0000,4,FM-15,    ,140,1,N,  4.6,1,
411945,99999,20150503,0100,4,FM-15,    ,140,1,N,  5.1,1,
411945,99999,20150503,0200,4,FM-15,    ,140,1,N,  5.7,1,
411945,99999,20150503,0300,4,FM-15,    ,140,1,N,  3.6,1,
411945,99999,20150503,0400,4,FM-15,    ,150,1,N,  3.6,1,
411945,99999,20150503,0500,4,FM-15,    ,160,1,N,  3.6,1,
411945,99999,20150503,0600,4,FM-15,    ,170,1,N,  2.6,1,
411945,99999,20150503,0700,4,FM-15,    ,320,1,V,  1.5,1,
411945,99999,20150503,0800,4,FM-15,    ,310,1,V,  3.1,1,
411945,99999,20150503,0900,4,FM-15,    ,310,1,V,  4.6,1,
411945,99999,20150503,1000,4,FM-15,    ,330,1,N,  6.2,1,
411945,99999,20150503,1100,4,FM-15,    ,310,1,N,  7.7,1,
411945,99999,20150503,1200,4,FM-15,    ,310,1,N,  6.7,1,
411945,99999,20150503,1300,4,FM-15,    ,310,1,N,  5.7,1,
411945,99999,20150503,1400,4,FM-15,    ,320,1,N,  3.6,1,
411945,99999,20150503,1500,4,FM-15,    ,360,1,N,  2.1,1,
411945,99999,20150503,1800,4,FM-15,    ,080,1,N,  3.1,1,
411945,99999,20150503,1900,4,FM-15,    ,090,1,N,  3.6,1,
411945,99999,20150503,2000,4,FM-15,    ,120,1,N,  5.7,1,
411945,99999,20150503,2100,4,FM-15,    ,120,1,N,  5.7,1,
411945,99999,20150503,2200,4,FM-15,    ,120,1,N,  5.7,1,
411945,99999,20150503,2300,4,FM-15,    ,130,1,N,  5.7,1,
411945,99999,20150504,0000,4,FM-12,    ,140,1,N,  3.6,1,
411945,99999,20150504,0100,4,FM-15,    ,120,1,V,  3.6,1,
411945,99999,20150504,0200,4,FM-15,    ,150,1,N,  2.6,1,
411945,99999,20150504,0300,4,FM-15,    ,130,1,N,  2.1,1,
411945,99999,20150504,0400,4,FM-15,    ,150,1,N,  3.1,1,
411945,99999,20150504,0500,4,FM-15,    ,180,1,N,  1.5,1,
411945,99999,20150504,0600,4,FM-15,    ,220,1,V,  2.1,1,
411945,99999,20150504,0700,4,FM-15,    ,240,1,V,  1.5,1,
411945,99999,20150504,0744,4,FM-16,    ,310,1,N,  5.7,1,
411945,99999,20150504,0800,4,FM-15,    ,320,1,N,  5.1,1,
411945,99999,20150504,0900,4,FM-12,    ,300,1,N,  6.2,1,
411945,99999,20150504,1000,4,FM-15,    ,320,1,N,  6.2,1,
411945,99999,20150504,1100,4,FM-15,    ,320,1,N,  5.7,1,
411945,99999,20150504,1200,4,FM-15,    ,330,1,N,  6.7,1,
411945,99999,20150504,1242,4,FM-16,    ,330,1,N, 10.3,1,
411945,99999,20150504,1300,4,FM-15,    ,340,1,N,  7.7,1,
411945,99999,20150504,1333,4,FM-16,    ,340,1,N,  6.7,1,
411945,99999,20150504,1400,4,FM-15,    ,350,1,N,  6.7,1,
411945,99999,20150504,1500,4,FM-15,    ,020,1,N,  5.7,1,
411945,99999,20150504,1600,4,FM-15,    ,020,1,N,  5.1,1,
411945,99999,20150504,1700,4,FM-15,    ,070,1,N,  4.1,1,
411945,99999,20150504,1800,4,FM-15,    ,080,1,N,  3.6,1,
411945,99999,20150504,1900,4,FM-15,    ,090,1,N,  4.6,1,
411945,99999,20150504,2000,4,FM-15,    ,090,1,N,  4.6,1,
411945,99999,20150504,2100,4,FM-15,    ,110,1,N,  3.6,1,
411945,99999,20150504,2200,4,FM-15,    ,120,1,N,  2.6,1,
411945,99999,20150504,2300,4,FM-15,    ,110,1,N,  4.1,1,
411945,99999,20150505,0000,4,FM-15,    ,090,1,N,  2.1,1,
411945,99999,20150505,0100,4,FM-15,    ,150,1,N,  3.6,1,
411945,99999,20150505,0200,4,FM-15,    ,310,1,N,  5.1,1,
411945,99999,20150505,0300,4,FM-15,    ,310,1,N,  5.1,1,
411945,99999,20150505,0400,4,FM-15,    ,330,1,N,  6.2,1,
411945,99999,20150505,0500,4,FM-15,    ,330,1,V,  2.1,1,
411945,99999,20150505,0600,4,FM-15,    ,330,1,N,  6.2,1,
411945,99999,20150505,0700,4,FM-15,    ,320,1,N,  7.7,1,
411945,99999,20150505,0711,4,FM-16,    ,330,1,N,  9.3,1,
411945,99999,20150505,0800,4,FM-15,    ,340,1,N,  8.2,1,
411945,99999,20150505,0900,4,FM-15,    ,350,1,N,  6.7,1,
411945,99999,20150505,1000,4,FM-15,    ,350,1,N,  9.8,1,
411945,99999,20150505,1039,4,FM-16,    ,350,1,N,  8.8,1,
411945,99999,20150505,1100,4,FM-15,    ,350,1,N,  8.8,1,
411945,99999,20150505,1200,4,FM-15,    ,010,1,N,  8.8,1,
411945,99999,20150505,1300,4,FM-15,    ,350,1,N,  6.2,1,
411945,99999,20150505,1400,4,FM-15,    ,350,1,N,  5.7,1,
411945,99999,20150505,1500,4,FM-15,    ,360,1,N,  3.1,1,
411945,99999,20150505,1600,4,FM-15,    ,010,1,N,  2.1,1,
411945,99999,20150505,1700,4,FM-15,    ,330,1,N,  1.5,1,
411945,99999,20150505,1800,4,FM-15,    ,190,1,V,  1.5,1,
411945,99999,20150505,1900,4,FM-15,    ,190,1,N,  2.6,1,
411945,99999,20150505,2000,4,FM-15,    ,160,1,N,  3.1,1,
411945,99999,20150505,2021,4,FM-16,    ,090,1,N,  2.6,1,
411945,99999,20150505,2030,4,FM-16,    ,090,1,N,  2.6,1,
411945,99999,20150505,2100,4,FM-15,    ,070,1,N,  2.1,1,
411945,99999,20150505,2200,4,FM-15,    ,090,1,V,  1.5,1,
411945,99999,20150505,2300,4,FM-15,    ,030,1,N,  2.6,1,
411945,99999,20150506,0000,4,FM-15,    ,030,1,V,  1.5,1,
411945,99999,20150506,0100,4,FM-15,    ,030,1,N,  1.5,1,
411945,99999,20150506,0200,4,FM-15,    ,100,1,N,  2.1,1,
411945,99999,20150506,0300,4,FM-12,    ,090,1,N,  1.5,1,
411945,99999,20150506,0400,4,FM-15,    ,100,1,N,  1.5,1,
411945,99999,20150506,0500,4,FM-15,    ,050,1,N,  3.1,1,
411945,99999,20150506,0600,4,FM-12,    ,070,1,N,  3.6,1,
411945,99999,20150506,0700,4,FM-15,    ,360,1,V,  2.6,1,
411945,99999,20150506,0900,4,FM-12,    ,320,1,N,  7.2,1,
411945,99999,20150506,1000,4,FM-15,    ,320,1,N,  7.2,1,
411945,99999,20150506,1100,4,FM-15,    ,330,1,N,  7.2,1,
411945,99999,20150506,1200,4,FM-15,    ,330,1,N,  7.2,1,
411945,99999,20150506,1300,4,FM-15,    ,330,1,N,  6.2,1,
411945,99999,20150506,1400,4,FM-15,    ,320,1,N,  5.7,1,
411945,99999,20150506,1500,4,FM-15,    ,350,1,N,  2.6,1,
411945,99999,20150506,1600,4,FM-15,    ,020,1,N,  1.5,1,
411945,99999,20150506,1700,4,FM-15,    ,030,1,N,  2.1,1,
411945,99999,20150506,1800,4,FM-15,    ,030,1,N,  2.6,1,
411945,99999,20150506,1900,4,FM-15,    ,080,1,N,  3.1,1,
411945,99999,20150506,2000,4,FM-15,    ,070,1,N,  3.6,1,
411945,99999,20150506,2100,4,FM-15,    ,070,1,N,  3.1,1,
411945,99999,20150506,2200,4,FM-15,    ,100,1,N,  4.1,1,
411945,99999,20150506,2300,4,FM-15,    ,080,1,N,  3.1,1,
411945,99999,20150507,0000,4,FM-15,    ,140,1,N,  4.6,1,
411945,99999,20150507,0100,4,FM-15,    ,100,1,N,  4.1,1,
411945,99999,20150507,0200,4,FM-15,    ,140,1,N,  4.1,1,
411945,99999,20150507,0300,4,FM-15,    ,150,1,N,  3.1,1,
411945,99999,20150507,0400,4,FM-15,    ,170,1,N,  3.1,1,
411945,99999,20150507,0500,4,FM-15,    ,170,1,N,  6.2,1,
411945,99999,20150507,0600,4,FM-15,    ,180,1,N,  8.2,1,
411945,99999,20150507,0700,4,FM-15,    ,180,1,N,  6.2,1,
411945,99999,20150507,0800,4,FM-15,    ,180,1,V,  4.6,1,
411945,99999,20150507,0900,4,FM-15,    ,260,1,V,  2.6,1,
411945,99999,20150507,1000,4,FM-15,    ,999,9,V,  2.1,1,
411945,99999,20150507,1100,4,FM-15,    ,300,1,N,  6.2,1,
411945,99999,20150507,1200,4,FM-15,    ,320,1,N,  6.7,1,
411945,99999,20150507,1300,4,FM-15,    ,330,1,N,  7.2,1,
411945,99999,20150507,1400,4,FM-15,    ,340,1,N,  5.7,1,
411945,99999,20150507,1500,4,FM-15,    ,020,1,N,  3.1,1,
411945,99999,20150507,1600,4,FM-15,    ,060,1,N,  2.6,1,
411945,99999,20150507,1700,4,FM-15,    ,050,1,N,  3.1,1,
411945,99999,20150507,1800,4,FM-15,    ,070,1,N,  3.6,1,
411945,99999,20150507,1900,4,FM-15,    ,030,1,N,  2.6,1,
411945,99999,20150507,2000,4,FM-15,    ,020,1,N,  2.6,1,
411945,99999,20150507,2100,4,FM-15,    ,060,1,N,  2.6,1,
411945,99999,20150507,2200,4,FM-15,    ,100,1,N,  2.6,1,
411945,99999,20150507,2300,4,FM-15,    ,080,1,N,  3.1,1,
411945,99999,20150508,0000,4,FM-12,    ,090,1,N,  4.6,1,
411945,99999,20150508,0100,4,FM-15,    ,130,1,N,  5.1,1,
411945,99999,20150508,0200,4,FM-15,    ,120,1,N,  5.7,1,
411945,99999,20150508,0215,4,FM-16,    ,010,1,V,  5.7,1,
411945,99999,20150508,0242,4,FM-16,    ,050,1,V,  2.1,1,
411945,99999,20150508,0300,4,FM-15,    ,040,1,V,  2.6,1,
411945,99999,20150508,0400,4,FM-15,    ,090,1,N,  3.1,1,
411945,99999,20150508,0500,4,FM-15,    ,090,1,N,  3.6,1,
411945,99999,20150508,0600,4,FM-12,    ,110,1,N,  5.7,1,
411945,99999,20150508,0700,4,FM-15,    ,100,1,V,  4.6,1,
411945,99999,20150508,0800,4,FM-15,    ,120,1,V,  3.1,1,
411945,99999,20150508,0900,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20150508,0948,4,FM-16,    ,270,1,V,  5.1,1,
411945,99999,20150508,1000,4,FM-15,    ,310,1,V,  4.6,1,
411945,99999,20150508,1100,4,FM-15,    ,340,1,N,  6.7,1,
411945,99999,20150508,1200,4,FM-15,    ,330,1,N,  7.2,1,
411945,99999,20150508,1300,4,FM-15,    ,340,1,N,  6.7,1,
411945,99999,20150508,1400,4,FM-15,    ,340,1,N,  5.7,1,
411945,99999,20150508,1500,4,FM-15,    ,360,1,N,  3.6,1,
411945,99999,20150508,1600,4,FM-15,    ,040,1,N,  3.1,1,
411945,99999,20150508,1700,4,FM-15,    ,070,1,N,  4.1,1,
411945,99999,20150508,1800,4,FM-15,    ,080,1,N,  3.6,1,
411945,99999,20150508,1900,4,FM-15,    ,040,1,N,  2.1,1,
411945,99999,20150508,2000,4,FM-15,    ,060,1,N,  2.6,1,
411945,99999,20150508,2100,4,FM-15,    ,050,1,N,  1.5,1,
411945,99999,20150508,2200,4,FM-15,    ,090,1,N,  1.5,1,
411945,99999,20150508,2300,4,FM-15,    ,090,1,N,  2.1,1,
411945,99999,20150509,0000,4,FM-15,    ,110,1,N,  1.0,1,
411945,99999,20150509,0100,4,FM-15,    ,999,9,C,  0.0,1,
411945,99999,20150509,0200,4,FM-15,    ,290,1,N,  3.1,1,
411945,99999,20150509,0300,4,FM-15,    ,270,1,N,  1.5,1,
411945,99999,20150509,0400,4,FM-15,    ,310,1,N,  4.6,1,
411945,99999,20150509,0500,4,FM-15,    ,300,1,V,  2.1,1,
411945,99999,20150509,0600,4,FM-15,    ,340,1,V,  2.6,1,
411945,99999,20150509,0700,4,FM-15,    ,360,1,V,  4.6,1,
411945,99999,20150509,0800,4,FM-15,    ,030,1,V,  3.1,1,
411945,99999,20150509,0900,4,FM-15,    ,010,1,N,  4.1,1,
411945,99999,20150509,1000,4,FM-15,    ,360,1,N,  5.7,1,
411945,99999,20150509,1046,4,FM-16,    ,010,1,N,  8.8,1,
411945,99999,20150509,1100,4,FM-15,    ,360,1,N,  9.3,1,
411945,99999,20150509,1200,4,FM-15,    ,010,1,N,  7.7,1,
411945,99999,20150509,1300,4,FM-15,    ,360,1,N,  7.7,1,
411945,99999,20150509,1400,4,FM-15,    ,010,1,N,  4.6,1,
411945,99999,20150509,1500,4,FM-15,    ,360,1,N,  3.6,1,
411945,99999,20150509,1600,4,FM-15,    ,030,1,N,  2.6,1,
411945,99999,20150509,1700,4,FM-15,    ,040,1,N,  3.1,1,
411945,99999,20150509,1800,4,FM-15,    ,030,1,N,  3.1,1,
411945,99999,20150509,1900,4,FM-15,    ,340,1,V,  1.5,1,
411945,99999,20150509,2000,4,FM-15,    ,350,1,N,  3.6,1,
411945,99999,20150509,2100,4,FM-15,    ,340,1,N,  8.2,1,
411945,99999,20150509,2200,4,FM-15,    ,020,1,N,  4.6,1,
411945,99999,20150509,2300,4,FM-15,    ,050,1,N,  3.1,1,
411945,99999,20150510,0000,4,FM-15,    ,010,1,N,  5.7,1,
411945,99999,20150510,0100,4,FM-15,    ,020,1,N,  5.7,1,
411945,99999,20150510,0200,4,FM-15,    ,030,1,N,  3.6,1,
411945,99999,20150510,0300,4,FM-12,    ,999,9,V,  1.0,1,
411945,99999,20150510,0400,4,FM-15,    ,010,1,N,  4.1,1,
411945,99999,20150510,0500,4,FM-15,    ,030,1,N,  3.6,1,
411945,99999,20150510,0600,4,FM-12,    ,330,1,N,  4.1,1,
411945,99999,20150510,0700,4,FM-15,    ,310,1,N,  6.2,1,
411945,99999,20150510,0800,4,FM-15,    ,290,1,N,  6.7,1,
411945,99999,20150510,0816,4,FM-16,    ,280,1,N, 10.3,1,
411945,99999,20150510,0900,4,FM-15,    ,280,1,N,  7.7,1,
411945,99999,20150510,1000,4,FM-15,    ,270,1,V,  6.2,1,
411945,99999,20150510,1100,4,FM-15,    ,270,1,N,  7.7,1,
411945,99999,20150510,1200,4,FM-15,    ,280,1,N,  7.7,1,
411945,99999,20150510,1300,4,FM-15,    ,260,1,N,  5.7,1,
411945,99999,20150510,1400,4,FM-15,    ,250,1,N,  5.7,1,
411945,99999,20150510,1500,4,FM-15,    ,250,1,N,  6.2,1,
411945,99999,20150510,1600,4,FM-15,    ,270,1,V,  3.1,1,
411945,99999,20150510,1700,4,FM-15,    ,270,1,N,  3.1,1,
411945,99999,20150510,1800,4,FM-15,    ,999,9,V,  0.5,1,
411945,99999,20150510,1900,4,FM-15,    ,180,1,N,  2.1,1,
411945,99999,20150510,2000,4,FM-15,    ,170,1,N,  3.6,1,
411945,99999,20150510,2100,4,FM-15,    ,170,1,N,  4.1,1,
411945,99999,20150510,2200,4,FM-15,    ,180,1,N,  3.6,1,
411945,99999,20150510,2300,4,FM-15,    ,170,1,N,  3.1,1,
411945,99999,20150511,0000,4,FM-15,    ,170,1,N,  2.6,1,
411945,99999,20150511,0100,4,FM-15,    ,180,1,N,  2.1,1,
411945,99999,20150511,0200,4,FM-15,    ,180,1,N,  3.1,1,
411945,99999,20150511,0300,4,FM-15,    ,170,1,N,  3.6,1,
411945,99999,20150511,0400,4,FM-15,    ,150,1,N,  3.1,1,
411945,99999,20150511,0500,4,FM-15,    ,130,1,V,  1.5,1,
411945,99999,20150511,0600,4,FM-15,    ,340,1,V,  1.5,1,
411945,99999,20150511,0700,4,FM-15,    ,010,1,V,  2.6,1,
411945,99999,20150511,0800,4,FM-15,    ,340,1,V,  4.1,1,
411945,99999,20150511,0900,4,FM-15,    ,320,1,N,  6.2,1,
411945,99999,20150511,1000,4,FM-15,    ,310,1,N,  6.2,1,
411945,99999,20150511,1100,4,FM-15,    ,330,1,N,  6.2,1,
411945,99999,20150511,1200,4,FM-15,    ,330,1,N,  5.1,1,
411945,99999,20150511,1300,4,FM-15,    ,330,1,V,  4.6,1,
411945,99999,20150511,1400,4,FM-15,    ,330,1,V,  4.1,1,
411945,99999,20150511,1500,4,FM-15,    ,290,1,N,  4.6,1,
411945,99999,20150511,1600,4,FM-15,    ,260,1,N,  3.6,1,
411945,99999,20150511,1700,4,FM-15,    ,290,1,N,  1.0,1,
411945,99999,20150511,1800,4,FM-15,    ,240,1,N,  3.1,1,
411945,99999,20150511,1900,4,FM-15,    ,230,1,N,  2.6,1,
411945,99999,20150511,2000,4,FM-15,    ,130,1,V,  1.5,1,
411945,99999,20150511,2100,4,FM-15,    ,120,1,N,  3.6,1,
411945,99999,20150511,2200,4,FM-15,    ,230,1,N,  5.1,1,
411945,99999,20150511,2300,4,FM-15,    ,999,9,V,  0.5,1,
411945,99999,20150512,0000,4,FM-15,    ,150,1,N,  1.5,1,
411945,99999,20150512,0100,4,FM-15,    ,150,1,V,  1.5,1,
411945,99999,20150512,0200,4,FM-15,    ,170,1,N,  3.1,1,
411945,99999,20150512,0300,4,FM-12,    ,140,1,N,  4.1,1,
411945,99999,20150512,0400,4,FM-15,    ,130,1,N,  4.6,1,
411945,99999,20150512,0500,4,FM-15,    ,130,1,V,  2.6,1,
411945,99999,20150512,0600,4,FM-15,    ,020,1,V,  2.1,1,
411945,99999,20150512,0700,4,FM-15,    ,350,1,V,  4.1,1,
411945,99999,20150512,0800,4,FM-15,    ,330,1,V,  5.1,1,
411945,99999,20150512,0900,4,FM-12,    ,320,1,N,  6.7,1,
411945,99999,20150512,1000,4,FM-15,    ,330,1,N,  6.7,1,
411945,99999,20150512,1100,4,FM-15,    ,340,1,N,  6.7,1,
411945,99999,20150512,1200,4,FM-15,    ,330,1,N,  7.7,1,
411945,99999,20150512,1300,4,FM-15,    ,320,1,N,  7.2,1,
411945,99999,20150512,1400,4,FM-15,    ,310,1,N,  5.7,1,
411945,99999,20150512,1500,4,FM-15,    ,330,1,N,  4.6,1,
411945,99999,20150512,1600,4,FM-15,    ,320,1,N,  3.6,1,
411945,99999,20150512,1700,4,FM-15,    ,320,1,N,  2.6,1,
411945,99999,20150512,1800,4,FM-15,    ,030,1,N,  1.0,1,
411945,99999,20150512,1900,4,FM-15,    ,120,1,N,  1.5,1,
411945,99999,20150512,2000,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20150512,2100,4,FM-15,    ,130,1,N,  1.5,1,
411945,99999,20150512,2200,4,FM-15,    ,090,1,N,  1.0,1,
411945,99999,20150512,2300,4,FM-15,    ,110,1,N,  4.1,1,
411945,99999,20150513,0000,4,FM-15,    ,110,1,N,  5.1,1,
411945,99999,20150513,0100,4,FM-15,    ,120,1,N,  5.7,1,
411945,99999,20150513,0200,4,FM-15,    ,130,1,N,  4.6,1,
411945,99999,20150513,0300,4,FM-15,    ,130,1,N,  5.1,1,
411945,99999,20150513,0400,4,FM-15,    ,130,1,N,  5.1,1,
411945,99999,20150513,0500,4,FM-15,    ,110,1,N,  4.1,1,
411945,99999,20150513,0600,4,FM-15,    ,090,1,V,  3.1,1,
411945,99999,20150513,0700,4,FM-15,    ,040,1,V,  2.1,1,
411945,99999,20150513,0800,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20150513,0900,4,FM-15,    ,250,1,V,  3.1,1,
411945,99999,20150513,0944,4,FM-16,    ,310,1,N,  6.7,1,
411945,99999,20150513,1000,4,FM-15,    ,310,1,V,  6.7,1,
411945,99999,20150513,1100,4,FM-15,    ,330,1,N,  8.8,1,
411945,99999,20150513,1200,4,FM-15,    ,330,1,N,  8.2,1,
411945,99999,20150513,1300,4,FM-15,    ,320,1,N,  8.2,1,
411945,99999,20150513,1400,4,FM-15,    ,330,1,N,  8.2,1,
411945,99999,20150513,1500,4,FM-15,    ,330,1,N,  5.7,1,
411945,99999,20150513,1544,4,FM-16,    ,060,1,N,  5.1,1,
411945,99999,20150513,1600,4,FM-15,    ,060,1,N,  4.1,1,
411945,99999,20150513,1700,4,FM-15,    ,050,1,N,  2.6,1,
411945,99999,20150513,1800,4,FM-15,    ,070,1,N,  1.5,1,
411945,99999,20150513,1900,4,FM-15,    ,050,1,N,  1.5,1,
411945,99999,20150513,2000,4,FM-15,    ,360,1,N,  1.0,1,
411945,99999,20150513,2100,4,FM-15,    ,999,9,C,  0.0,1,
411945,99999,20150513,2200,4,FM-15,    ,180,1,N,  1.5,1,
411945,99999,20150513,2300,4,FM-15,    ,160,1,N,  1.5,1,
411945,99999,20150514,0000,4,FM-15,    ,170,1,N,  3.6,1,
411945,99999,20150514,0100,4,FM-15,    ,160,1,N,  2.1,1,
411945,99999,20150514,0200,4,FM-15,    ,170,1,N,  2.6,1,
411945,99999,20150514,0300,4,FM-12,    ,160,1,N,  4.6,1,
411945,99999,20150514,0400,4,FM-15,    ,160,1,N,  6.2,1,
411945,99999,20150514,0500,4,FM-15,    ,170,1,N,  6.2,1,
411945,99999,20150514,0600,4,FM-12,    ,180,1,N,  5.7,1,
411945,99999,20150514,0700,4,FM-15,    ,180,1,V,  3.6,1,
411945,99999,20150514,0800,4,FM-15,    ,200,1,V,  4.6,1,
411945,99999,20150514,0900,4,FM-15,    ,220,1,V,  4.1,1,
411945,99999,20150514,0938,4,FM-16,    ,280,1,V,  5.1,1,
411945,99999,20150514,1000,4,FM-15,    ,300,1,N,  7.7,1,
411945,99999,20150514,1006,4,FM-16,    ,300,1,N,  9.3,1,
411945,99999,20150514,1036,4,FM-16,    ,290,1,N,  9.8,1,
411945,99999,20150514,1100,4,FM-15,    ,300,1,N,  9.3,1,
411945,99999,20150514,1106,4,FM-16,    ,290,1,N,  9.8,1,
411945,99999,20150514,1200,4,FM-15,    ,290,1,N, 10.3,1,
411945,99999,20150514,1231,4,FM-16,    ,290,1,N,  9.3,1,
411945,99999,20150514,1300,4,FM-15,    ,280,1,N,  9.3,1,
411945,99999,20150514,1400,4,FM-15,    ,290,1,N,  7.7,1,
411945,99999,20150514,1500,4,FM-15,    ,310,1,N,  5.1,1,
411945,99999,20150514,1600,4,FM-15,    ,010,1,N,  4.1,1,
411945,99999,20150514,1700,4,FM-15,    ,030,1,N,  4.1,1,
411945,99999,20150514,1800,4,FM-15,    ,040,1,N,  2.1,1,
411945,99999,20150514,1900,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20150514,2000,4,FM-15,    ,999,9,C,  0.0,1,
411945,99999,20150514,2100,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20150514,2200,4,FM-15,    ,230,1,N,  1.5,1,
411945,99999,20150514,2300,4,FM-15,    ,170,1,N,  3.6,1,
411945,99999,20150515,0000,4,FM-15,    ,170,1,N,  4.1,1,
411945,99999,20150515,0100,4,FM-15,    ,210,1,N,  2.1,1,
411945,99999,20150515,0200,4,FM-15,    ,200,1,N,  3.6,1,
411945,99999,20150515,0300,4,FM-15,    ,180,1,N,  2.1,1,
411945,99999,20150515,0400,4,FM-15,    ,170,1,N,  4.1,1,
411945,99999,20150515,0500,4,FM-15,    ,190,1,V,  4.6,1,
411945,99999,20150515,0600,4,FM-15,    ,200,1,N,  5.1,1,
411945,99999,20150515,0700,4,FM-15,    ,210,1,N,  6.7,1,
411945,99999,20150515,0800,4,FM-15,    ,230,1,N,  5.7,1,
411945,99999,20150515,0900,4,FM-15,    ,300,1,N,  7.7,1,
411945,99999,20150515,1000,4,FM-15,    ,290,1,N,  7.7,1,
411945,99999,20150515,1100,4,FM-15,    ,300,1,N,  8.2,1,
411945,99999,20150515,1200,4,FM-15,    ,320,1,N,  6.7,1,
411945,99999,20150515,1300,4,FM-15,    ,300,1,N,  6.7,1,
411945,99999,20150515,1400,4,FM-15,    ,310,1,N,  5.1,1,
411945,99999,20150515,1500,4,FM-15,    ,310,1,N,  4.6,1,
411945,99999,20150515,1600,4,FM-15,    ,330,1,N,  3.1,1,
411945,99999,20150515,1700,4,FM-15,    ,360,1,N,  1.0,1,
411945,99999,20150515,1800,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20150515,1900,4,FM-15,    ,250,1,V,  1.5,1,
411945,99999,20150515,2000,4,FM-15,    ,220,1,N,  2.1,1,
411945,99999,20150515,2100,4,FM-15,    ,210,1,N,  3.6,1,
411945,99999,20150515,2200,4,FM-15,    ,210,1,N,  4.1,1,
411945,99999,20150515,2300,4,FM-16,    ,210,1,N,  4.1,1,
411945,99999,20150515,2302,4,FM-16,    ,210,1,N,  4.1,1,
411945,99999,20150515,2310,4,FM-16,    ,200,1,N,  4.1,1,
411945,99999,20150515,2318,4,FM-16,    ,200,1,N,  4.1,1,
411945,99999,20150515,2344,4,FM-16,    ,190,1,N,  4.1,1,
411945,99999,20150516,0000,4,FM-12,    ,190,1,N,  4.1,1,
411945,99999,20150516,0100,4,FM-16,    ,180,1,N,  4.1,1,
411945,99999,20150516,0104,4,FM-16,    ,180,1,N,  4.1,1,
411945,99999,20150516,0118,4,FM-16,    ,180,1,N,  4.6,1,
411945,99999,20150516,0200,4,FM-15,    ,180,1,N,  5.1,1,
411945,99999,20150516,0201,4,FM-16,    ,180,1,N,  4.6,1,
411945,99999,20150516,0207,4,FM-16,    ,180,1,N,  4.6,1,
411945,99999,20150516,0233,4,FM-16,    ,190,1,N,  4.6,1,
411945,99999,20150516,0300,4,FM-15,    ,190,1,N,  4.6,1,
411945,99999,20150516,0304,4,FM-16,    ,190,1,N,  4.1,1,
411945,99999,20150516,0400,4,FM-15,    ,200,1,N,  4.1,1,
411945,99999,20150516,0500,4,FM-15,    ,210,1,N,  4.6,1,
411945,99999,20150516,0600,4,FM-15,    ,250,1,N,  4.6,1,
411945,99999,20150516,0700,4,FM-15,    ,300,1,V,  4.6,1,
411945,99999,20150516,0800,4,FM-15,    ,300,1,V,  3.6,1,
411945,99999,20150516,0900,4,FM-15,    ,300,1,N,  5.7,1,
411945,99999,20150516,1000,4,FM-15,    ,290,1,N,  8.2,1,
411945,99999,20150516,1100,4,FM-15,    ,300,1,N,  8.2,1,
411945,99999,20150516,1200,4,FM-15,    ,310,1,N,  6.7,1,
411945,99999,20150516,1300,4,FM-15,    ,300,1,N,  6.7,1,
411945,99999,20150516,1400,4,FM-15,    ,290,1,N,  6.2,1,
411945,99999,20150516,1500,4,FM-15,    ,290,1,N,  5.1,1,
411945,99999,20150516,1600,4,FM-15,    ,270,1,N,  4.6,1,
411945,99999,20150516,1700,4,FM-15,    ,250,1,N,  4.1,1,
411945,99999,20150516,1800,4,FM-15,    ,250,1,N,  3.6,1,
411945,99999,20150516,1900,4,FM-15,    ,190,1,N,  2.6,1,
411945,99999,20150516,2000,4,FM-15,    ,190,1,N,  4.1,1,
411945,99999,20150516,2100,4,FM-15,    ,200,1,N,  4.6,1,
