time,lat,lat,U,V
240162.0,20.0,120.00000762939452,-0.010742672,-0.060803644000000004
240168.0,20.0,120.00000762939452,-0.85374045,0.11402893
240174.0,20.0,120.00000762939452,2.921135,-0.8051529000000001
240180.0,20.0,120.00000762939452,2.2420272999999997,-1.2459269
240186.0,20.0,120.00000762939452,2.4737492000000003,-2.7571849999999998
240192.0,20.0,120.00000762939452,1.9448013,0.027464926
240198.0,20.0,120.00000762939452,2.7571925999999998,-1.3799877
240204.0,20.0,120.00000762939452,2.485013,-3.0278826000000003
240210.0,20.0,120.00000762939452,1.9515933999999997,-1.7118759
240216.0,20.0,120.00000762939452,2.319271,2.906671
240222.0,20.0,120.00000762939452,4.023447,1.120829
