time,lat,lon,U,V
2238,8,293,-3.5762835,-2.932311
2244,8,293,-4.433258,-2.5761042
2250,8,293,-3.5833578,-1.1778917
2256,8,293,-2.0192556,-0.49015862
2262,8,293,-2.7719822,-2.9270754
2268,8,293,-4.318577,-2.671073
2274,8,293,-3.395461,-0.49085027
2280,8,293,-2.046505,0.35399586
2286,8,293,-1.0974874,-1.447629
2292,8,293,-4.176318,-1.5696373
2298,8,293,-3.2103167,0.5296169
2304,8,293,-1.409833,1.4622967
2310,8,293,-0.450634,0.6390495
2316,8,293,-1.258811,0.1282078
2322,8,293,-3.6637907,0.2412324
2328,8,293,0.49716377,-0.34189397
2334,8,293,1.7372806,-0.029115677
2340,8,293,0.34309953,-0.29341412
2346,8,293,1.6715989,1.9964201
2352,8,293,1.3550042,2.2288775
2358,8,293,0.74388874,2.1434283
2364,8,293,-0.90860844,0.29795533
2370,8,293,-1.6938114,-0.037594616
2376,8,293,0.811926,-0.0880726
2382,8,293,1.4063435,0.5589792
2388,8,293,-1.0177021,-0.5325203
2394,8,293,-1.853939,0.6948837
2400,8,293,-2.024354,0.034103453
2406,8,293,-2.5009804,-0.1636725
2412,8,293,-4.297533,-1.0679197
2418,8,293,-4.6102343,-0.16193348
2424,8,293,-1.5730801,0.76003134
2430,8,293,-3.1774855,0.11592811
2436,8,293,-4.3123665,-0.5802172
2442,8,293,-5.078725,-0.22855741
2448,8,293,-1.5832329,0.7639227
2454,8,293,-0.6984663,1.5676126
2460,8,293,-1.8910074,0.20921415
2466,8,293,-4.1761503,-0.61892414
2472,8,293,-1.7377672,0.81391585
2478,8,293,-1.615139,1.0113447
2484,8,293,-3.0508118,-0.92571634
2490,8,293,-5.402175,-0.28865606
2496,8,293,-1.7613726,0.163674
2502,8,293,-0.30787468,-0.14887655
2508,8,293,-3.5539627,-1.3401623
2514,8,293,-1.711895,1.0766819
2520,8,293,2.2745926,1.2094343
2526,8,293,1.407778,1.4718767
2532,8,293,-0.26743603,2.2045314
2538,8,293,-1.078104,1.2753682
2544,8,293,2.7085834,1.5713289
2550,8,293,2.0519109,1.416859
2556,8,293,-0.6408386,0.5486175
2562,8,293,-1.9936562,1.4269489
2568,8,293,1.4856458,0.7799665
2574,8,293,1.8249044,0.52563334
2580,8,293,-0.83671474,-0.3620509
2586,8,293,-1.4376631,1.0875597
2592,8,293,1.4705601,1.5338464
2598,8,293,0.3938573,-0.2532106
2604,8,293,-3.378457,-0.008105814
2610,8,293,-2.116994,1.7242587
2616,8,293,1.8046069,0.94012207
2622,8,293,1.2928643,1.1626682
2628,8,293,0.098529816,0.6445453
2634,8,293,-1.4519739,0.64047426
2640,8,293,1.346213,0.26144224
2646,8,293,1.6508379,0.51265997
2652,8,293,-3.0148802,-0.4601974
2658,8,293,-2.1877422,1.3782701
2664,8,293,2.0185735,1.575051
2670,8,293,2.0605316,0.74795
2676,8,293,-0.75401974,-0.35306048
2682,8,293,-4.4464216,-1.1578417
2688,8,293,0.3698616,0.17924678
2694,8,293,0.23505974,-1.4895716
2700,8,293,-1.038662,-0.3040716
2706,8,293,-1.5163507,0.39188576
2712,8,293,1.22247,1.6420991
2718,8,293,1.4833078,0.6572388
2724,8,293,-0.9461851,-0.21760702
2730,8,293,-1.643034,0.20828629
2736,8,293,2.058137,-0.6144169
2742,8,293,0.89298534,0.45532322
2748,8,293,-0.9924631,0.568773
2754,8,293,-0.042773247,1.753612
2760,8,293,3.0499868,1.3975267
2766,8,293,1.3472819,1.0658078
2772,8,293,-1.4866772,0.2835551
2778,8,293,-0.13090897,0.31377614
2784,8,293,1.9051542,2.7239058
2790,8,293,2.0266135,4.065697
2796,8,293,0.7628231,0.43837744
2802,8,293,-0.22520876,0.9007755
2808,8,293,-0.78810024,-0.5797887
2814,8,293,-0.5070916,-1.5896416
2820,8,293,-3.0906296,-0.80376625
2826,8,293,-1.9188089,0.686056
2832,8,293,-0.53995705,-1.5654583
2838,8,293,0.29584783,0.50962603
2844,8,293,-0.58202934,-0.5384508
2850,8,293,-2.9003878,-1.2130213
2856,8,293,-1.0662479,-1.947403
2862,8,293,-0.6501694,-1.2709646
2868,8,293,-3.6519012,-1.4468994
2874,8,293,-3.9673843,-0.29785025
2880,8,293,-1.0848312,-1.8184872
2886,8,293,-1.1558447,-1.2169352
2892,8,293,-4.5758057,-1.6674871
2898,8,293,-4.026208,0.23769677
2904,8,293,-2.4957771,1.3603041
2910,8,293,-0.6338215,2.314883
2916,8,293,1.2516794,0.39502722
2922,8,293,0.16555119,1.0496857
2928,8,293,-1.1586838,0.5544051
2934,8,293,-1.3413525,-0.4052605
2940,8,293,-3.5825748,-0.673962
2946,8,293,-3.7064152,-0.27104414
2952,8,293,0.26812172,1.216686
2958,8,293,0.8367977,1.4552631
2964,8,293,-0.65466595,0.8812356
2970,8,293,-2.0572014,0.17484951
2976,8,293,0.8812399,1.2230681
2982,8,293,0.9850588,1.4844038
2988,8,293,-2.5112963,-0.35517496
2994,8,293,-3.5128946,-0.24239445
3000,8,293,0.78071404,1.8077984
3006,8,293,1.4273691,0.48932862
3012,8,293,0.033390045,0.6591887
3018,8,293,-1.4412365,0.85921586
3024,8,293,1.3594778,1.2259839
3030,8,293,2.4527965,1.0053877
3036,8,293,0.2379198,0.92320853
3042,8,293,-0.1964674,1.383512
3048,8,293,2.0342176,1.0902332
3054,8,293,1.393485,0.7372618
3060,8,293,1.1228915,-0.13262856
3066,8,293,0.9367657,1.1946355
3072,8,293,2.8067474,0.9346281
3078,8,293,1.7254374,1.09549
3084,8,293,-0.991869,0.2251156
3090,8,293,1.4038143,-0.4512968
3096,8,293,2.626378,-0.85853195
3102,8,293,2.0513551,-1.1462269
3108,8,293,-0.21209049,-2.4379225
3114,8,293,-3.6091175,0.003857613
3120,8,293,1.3286116,0.7851747
3126,8,293,2.3097236,0.05553496
3132,8,293,0.8225851,-1.1635475
3138,8,293,-1.8460817,-0.2733984
3144,8,293,2.3970664,0.52607566
3150,8,293,2.313459,1.3509985
3156,8,293,2.1863856,0.73406774
3162,8,293,-1.0611057,0.69211924
3168,8,293,1.7939663,0.5314674
3174,8,293,1.9521081,0.04824668
3180,8,293,0.9105191,-0.9037399
3186,8,293,-1.6729269,-0.66516685
3192,8,293,-0.1541462,-1.9424915
3198,8,293,-1.4201307,-0.3627836
3204,8,293,-1.9180813,0.15326357
3210,8,293,-1.6179161,0.44357604
3216,8,293,0.85613126,0.71705973
3222,8,293,0.9243546,-0.13585496
3228,8,293,-0.9599829,1.46E-05
3234,8,293,-1.2801895,0.13368511
3240,8,293,1.0585514,0.4552766
3246,8,293,1.3927736,0.96852225
3252,8,293,0.28076184,1.3334713
3258,8,293,0.38467598,0.2943321
3264,8,293,0.7858465,0.19247735
3270,8,293,1.0189781,0.36667907
3276,8,293,-0.9152994,0.29289
3282,8,293,-0.6276655,1.2137928
3288,8,293,0.5868495,0.7439313
3294,8,293,1.651252,1.744823
3300,8,293,1.7314075,1.8478845
3306,8,293,0.87830746,1.5406723
3312,8,293,-0.77174854,0.2000761
3318,8,293,-0.39585298,0.74558514
3324,8,293,-1.5550737,-0.5994943
3330,8,293,-0.8170347,0.26677865
3336,8,293,0.93856424,0.676749
3342,8,293,-0.3653683,0.5103523
3348,8,293,-2.3170671,-0.14464188
3354,8,293,-2.6091795,0.09245205
3360,8,293,-1.3067875,-1.019578
3366,8,293,-0.45477962,-0.9061726
3372,8,293,-1.8290596,-0.9592428
3378,8,293,-1.1876202,-1.3452225
3384,8,293,-0.9786433,-1.0357208
3390,8,293,-1.134654,0.5326894
3396,8,293,-2.282671,-1.5592422
3402,8,293,-3.3478765,-1.0038481
